token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
扭头,1,52,0.48676143139752326,86,0.06448858148295517,0.11162463365867245,0.8983725454328153,86,0.05374650837933254,0.8446260370534827,0.08882866986381745,7-9,niǔtóu,to turn one's head; to turn around,Translation,哆嗦 | 发愣 | 一动不动 | 叹气 | 发抖 | 一声不吭 | 颤抖 | 哭泣 | 一言不发 | 呜咽 | 哭 | 咧嘴,0.5
乞讨,143,36,0.3266923955333711,81,0.03945371133627096,0.055353328612998284,0.9114493568191459,31,0.01678469819360064,0.8946646586255452,0.10861673928216005,7-9,qǐtǎo,to beg; to go begging,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,0.25
商贩,143,36,0.3260957307285645,23,0.05069586360946443,0.06996391707507077,0.9826000214062877,109,0.004828385399655102,0.9777716360066325,0.02430041880757887,7-9,shāngfàn,trader; peddler,Translation,干部 | 军官 | 军人 | 士兵 | 警察 | 医务 | 教师 | 职员 | 工人 | 公民 | 官兵 | 学生,0.0
出差,143,36,0.31801261458836055,28,0.00507889593949673,0.007392148439461957,0.6725520737146997,148,0.2405717164173606,0.4319803572973391,0.19552114899018005,5,chūchāi,to go on an official or business trip,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.25
修路,143,36,0.3162341668146366,75,0.01742007524457495,0.024843732646569007,0.3153349588501657,45,0.1313716039958068,0.1839633548543589,0.5065651017424134,7-9,xiūlù,to repair a road,Translation,山岭 | 丘陵 | 沿岸 | 海岸 | 湖泊 | 河流 | 平原 | 峡谷 | 北部 | 湖 | 山区 | 南部,0.0
发财,143,36,0.3162132425842334,100,0.005027534240171994,0.0072988239371247505,0.9122832443064172,100,0.0363025575179365,0.8759806867884806,0.10110500113513843,7-9,fācái,to get rich,Translation,撒谎 | 胡闹 | 吹牛 | 逞能 | 闹着玩儿 | 说闲话 | 骗人 | 出洋相 | 说谎 | 耍赖 | 谎话 | 出丑,0.25
修车,143,36,0.31426125907430397,158,0.004048847161853719,0.005869701386015252,0.8022632556919149,79,0.09419137232433708,0.7080718833675779,0.18318139843295791,6,xiū chē,to repair a bike (car etc),Translation,车辆 | 客运 | 火车 | 货车 | 列车 | 货运 | 出租车 | 公交车 | 公共汽车 | 大巴 | 客车 | 私家车,0.25
理发,143,36,0.306258348988123,50,-0.013587197885010449,-0.019585385806362342,0.3441606668385168,41,0.2622301503036747,0.08193051653484212,0.4189985259865976,3,lǐfà,to get a haircut; to have one's hair done; to cut (sb's) hair; to give (sb) a haircut,Translation,治疗 | 急诊 | 针灸 | 儿科 | 病人 | 门诊 | 医院 | 医生 | 患者 | 手术 | 外科 | 打针,0.0
外地,143,36,0.30300358892146867,28,0.051690781919438045,0.06904189413532306,0.8649975890623063,31,0.018383984219190595,0.8466136048431157,0.16452316690625451,2,wàidì,parts of the country other than where one is,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,0.5
致富,143,36,0.30240943949703186,136,-0.011953872509273766,-0.017135943612331835,0.6996944440948232,152,0.040985153418049106,0.6587092906767741,0.3256651258560128,7-9,zhìfù,to become rich,Translation,繁荣 | 兴旺 | 欣欣向荣 | 蓬勃 | 硕果 | 昌盛 | 生机 | 复兴 | 崛起 | 壮大 | 富强 | 胜利,0.25
探亲,143,36,0.3002069553695052,66,0.01037897191673931,0.01461472949497581,0.856691927570023,131,0.05439748938993526,0.8022944381800877,0.13783346738791605,7-9,tànqīn,to go home to visit one's family,Translation,赶往 | 前往 | 起程 | 赶赴 | 动身 | 奔赴 | 离开 | 赶到 | 来到 | 搭乘 | 返回 | 踏上,0.5
过日子,143,36,0.29907294250386735,50,-0.03795091483345692,-0.05414388619698322,0.41697096080934676,28,0.14463096852716453,0.2723399922821822,0.41183599803294785,7-9,guò rìzi,to live one's life; to pass one's days; to get along,Translation,操心 | 忙碌 | 忙 | 操劳 | 忙活 | 忙乱 | 劳累 | 发愁 | 奔波 | 辛苦 | 伤脑筋 | 犯愁,0.25
商贾,143,36,0.29754656962246445,39,0.05742733214216475,0.07557413606805954,0.8807914202646326,31,0.025982790325158715,0.8548086299394739,0.14273976246509387,7-9,shānggǔ,merchant,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,0.25
富人,143,36,0.2975126370536769,158,0.028125439902301652,0.0384956844345485,0.6731979010599313,31,0.1213772566064041,0.5518206444535272,0.24508057558746868,6,fùrén,rich person; the rich,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,0.25
废品,143,36,0.29551891332773,50,0.03364071524634199,0.04557610296688052,0.25011412105252995,44,0.16851713805665422,0.08159698299587573,0.5259183467945749,7-9,fèipǐn,production rejects; seconds; scrap; discarded material,Translation,牛奶 | 米饭 | 橙汁 | 果汁 | 酸奶 | 罐头 | 肉 | 红薯 | 豆腐 | 面条儿 | 薯片 | 水果,0.0
出国,143,36,0.28688131316991805,199,-0.0012954816166950156,-0.0018166423634943898,0.7045290284394597,199,0.19777236815489666,0.5067566602845631,0.20081581200533144,2,chūguó,to go abroad; to leave the country,Translation,补习 | 课程 | 入学 | 高中 | 研究生 | 学校 | 初中 | 大学 | 选修 | 本科 | 考试 | 报考,0.5
清洁工,143,36,0.28452975750293924,50,-0.028142294395468115,-0.039333983056023085,0.37389355134616964,31,0.3500067008480747,0.023886850498094914,0.2988574001022833,6,qīngjiégōng,cleaner; janitor; garbage collector,Translation,姐姐 | 妹妹 | 姑姑 | 哥哥 | 舅舅 | 母亲 | 嫂子 | 妈妈 | 爸爸 | 媳妇 | 父亲 | 闺女,0.0
下乡,143,36,0.2840768802389193,131,0.03036299160028605,0.0406854571431033,0.42246325547179797,199,0.1625280587189555,0.2599351967528425,0.47887657953025975,7-9,xiàxiāng,to go to the countryside,Translation,补习 | 课程 | 入学 | 高中 | 研究生 | 学校 | 初中 | 大学 | 选修 | 本科 | 考试 | 报考,0.5
生意,143,36,0.2815261234967699,158,0.008474163510427901,0.01165717911594979,0.10053200355029852,49,0.08213930908817263,0.018392694462125894,0.7474779842850106,3,shēngyi,life force; vitality; business,Translation,天分 | 功力 | 本事 | 天赋 | 功底 | 才华 | 本领 | 技巧 | 长处 | 手艺 | 绝技 | 魄力,0.0
搬家,143,36,0.27872478900609854,50,-0.0172228161298818,-0.02387828649503869,0.5246328524861613,148,0.0852239516955147,0.43940890079064665,0.41207580016206474,3,bānjiā,to move house; to relocate; to remove (sth),Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
办事,143,36,0.2754248074001628,100,-0.0009150631670100662,-0.0012628960753220684,0.4801182924853784,199,0.04797357918810581,0.4321447132972726,0.522638685071755,4,bànshì,to handle (affairs); to work,Translation,补习 | 课程 | 入学 | 高中 | 研究生 | 学校 | 初中 | 大学 | 选修 | 本科 | 考试 | 报考,0.25
富裕,143,36,0.26490973105625826,188,-0.04779407457214735,-0.06501796662445704,0.27098794265736736,152,0.23897635884355437,0.032011583813813,0.4627544948602835,7-9,fùyù,"Fuyu county in Qiqihar 齐齐哈尔, Heilongjiang; prosperous; well-to-do; well-off",Translation,繁荣 | 兴旺 | 欣欣向荣 | 蓬勃 | 硕果 | 昌盛 | 生机 | 复兴 | 崛起 | 壮大 | 富强 | 胜利,0.25
炒股,143,36,0.2579194238958241,158,-0.026738008278516523,-0.03603113885406833,0.11034331821904293,199,0.07247243379800823,0.0378708844210347,0.7451910154058937,6,chǎogǔ,(coll.) to speculate in stocks,Translation,补习 | 课程 | 入学 | 高中 | 研究生 | 学校 | 初中 | 大学 | 选修 | 本科 | 考试 | 报考,0.5
自费,143,36,0.25272049563649424,41,-0.014062432902252564,-0.018818170202901892,0.8014768088622046,199,0.07369743242486387,0.7277793764373408,0.19529840024179568,7-9,zìfèi,at one's own expense; self-funded,Translation,补习 | 课程 | 入学 | 高中 | 研究生 | 学校 | 初中 | 大学 | 选修 | 本科 | 考试 | 报考,0.5
造型,144,40,0.45435056033808113,97,0.12295614195134313,0.18389936508556393,0.9923215911752323,13,0.0016268855406260773,0.9906947056346063,0.011802483253550882,4,zàoxíng,to model; to shape; appearance; style; design; form; pose,Translation,韵味 | 魅力 | 底蕴 | 风貌 | 风情 | 风采 | 气息 | 风范 | 精髓 | 内涵 | 情调 | 风尚,1.0
外形,144,40,0.43610652472783684,73,0.10626698457457628,0.15856946349666576,0.9936704387930761,73,0.0009888207776604895,0.9926816180154157,0.01108138145144003,7-9,wàixíng,figure; shape; external form; contour,Translation,厚度 | 长度 | 宽度 | 尺寸 | 体积 | 重量 | 直径 | 密度 | 强度 | 容量 | 大小 | 纬度,1.0
线条,144,40,0.4196911468273735,97,0.05108461498183753,0.08090773433427434,0.9665390084681422,97,0.01654550004085824,0.949993508427284,0.03885034898361025,7-9,xiàntiáo,"line (in drawing, calligraphy etc); the lines or contours of a three-dimensional object (hairstyle, clothing, car etc)",Translation,俊俏 | 文雅 | 朴实 | 沉稳 | 质朴 | 稳重 | 英俊 | 纯朴 | 壮实 | 柔和 | 温柔 | 硬朗,0.75
形状,144,40,0.41687270447262154,73,0.012585136998124968,0.02112619497426071,0.9841883693139922,73,0.007656537674770703,0.9765318316392215,0.021589583264720356,3,xíngzhuàng,form; shape,Translation,厚度 | 长度 | 宽度 | 尺寸 | 体积 | 重量 | 直径 | 密度 | 强度 | 容量 | 大小 | 纬度,1.0
气质,144,40,0.4076998996970676,13,-0.03536229019215925,-0.05970333311453641,0.8454388393051635,13,0.13684066169680972,0.7085981776083538,0.09698885532666596,7-9,qìzhì,temperament; personality traits; manners,Translation,韵味 | 魅力 | 底蕴 | 风貌 | 风情 | 风采 | 气息 | 风范 | 精髓 | 内涵 | 情调 | 风尚,0.25
外貌,144,40,0.4038554260691079,97,0.06761857184017472,0.10187153696462758,0.9901271292825292,97,0.003146410832070113,0.9869807184504591,0.014934780086659669,7-9,wàimào,profile; appearance,Translation,俊俏 | 文雅 | 朴实 | 沉稳 | 质朴 | 稳重 | 英俊 | 纯朴 | 壮实 | 柔和 | 温柔 | 硬朗,0.75
外表,144,40,0.4007329488198869,97,0.031740022368257126,0.05030058092656877,0.9497388840194743,97,0.03111575294083261,0.9186231310786417,0.054582491258379696,7-9,wàibiǎo,external; outside; outward appearance,Translation,俊俏 | 文雅 | 朴实 | 沉稳 | 质朴 | 稳重 | 英俊 | 纯朴 | 壮实 | 柔和 | 温柔 | 硬朗,0.75
花纹,144,40,0.4003317191372596,159,0.04294034759646226,0.06682192814531811,0.9780875811495469,157,0.009685358810288489,0.9684022223392583,0.028802300583978264,7-9,huāwén,decorative design,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,1.0
外观,144,40,0.3995296731503483,73,0.09280235759995664,0.13386126365793977,0.9589287803966016,35,0.006486871479019644,0.952441908917582,0.058059100082081185,6,wàiguān,outward appearance,Translation,工艺 | 零件 | 部件 | 配件 | 设备 | 组装 | 加工 | 产品 | 制造 | 工序 | 生产 | 研发,1.0
装扮,144,40,0.39877862878220305,97,0.0694117261111376,0.10350179015559717,0.9853467878144176,157,0.007541252808474205,0.9778055350059435,0.019146385089165188,7-9,zhuāngbàn,to decorate; to adorn; to dress up; to disguise oneself,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,0.75
轮廓,144,40,0.3951562211714785,97,0.07264057968858922,0.10722104322465276,0.9849219487349039,97,0.0023322251169111863,0.9825897236179927,0.02361971278586178,7-9,lúnkuò,an outline; silhouette,Translation,俊俏 | 文雅 | 朴实 | 沉稳 | 质朴 | 稳重 | 英俊 | 纯朴 | 壮实 | 柔和 | 温柔 | 硬朗,1.0
颜色,144,40,0.3882546810977887,159,0.05067402579303404,0.07649840874793185,0.9601008802821429,157,0.006957399462832008,0.9531434808193109,0.0553991502382484,2,yánsè,color; countenance; appearance; facial expression; pigment; dyestuff,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,1.0
图案,144,40,0.3847751502186266,159,0.06174764745004846,0.09121145645144302,0.9523980170276901,157,0.01862435322502046,0.9337736638026697,0.054677604472630634,4,tú'àn,design; pattern,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,0.75
发型,144,40,0.37764396599977296,140,0.07140487253876099,0.10292432431078218,0.8098653512740974,157,0.16147788405333063,0.6483874672207668,0.1236150821250862,7-9,fàxíng,hairstyle; coiffure; hairdo,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,0.75
身材,144,40,0.3692188120994077,97,0.0020062368919122053,0.003170475286499444,0.9199136698759977,97,0.052639459594913424,0.8672742102810842,0.07203512455245727,4,shēncái,stature; build (height and weight); figure,Translation,俊俏 | 文雅 | 朴实 | 沉稳 | 质朴 | 稳重 | 英俊 | 纯朴 | 壮实 | 柔和 | 温柔 | 硬朗,0.75
长相,144,40,0.3691810330936413,97,0.019634468818109763,0.030185817676927396,0.9627003963267993,105,0.016155613836013473,0.9465447824907858,0.044642940564653406,7-9,zhǎngxiàng,appearance; looks; profile; countenance,Translation,抚养 | 收养 | 成家 | 赡养 | 年迈 | 独身 | 退休 | 娶 | 离婚 | 去世 | 岁 | 岁数,0.5
色彩,144,40,0.36514803202032536,187,0.002918333255703953,0.0045758374920422075,0.7950377753602225,13,0.07185993478455333,0.7231778405756691,0.18725651889801978,4,sècǎi,tint; coloring; coloration; (fig.) flavor; character,Translation,韵味 | 魅力 | 底蕴 | 风貌 | 风情 | 风采 | 气息 | 风范 | 精髓 | 内涵 | 情调 | 风尚,0.75
款式,144,40,0.3625409448577006,157,0.03610200751149817,0.05359871511761388,0.8788066644461183,157,0.11305224553178679,0.7657544189143315,0.08040773973554595,7-9,kuǎnshì,pattern; style; design; elegant; elegance; good taste,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,1.0
风格,144,40,0.36141964592876824,13,-0.02484626914728283,-0.038908602478727836,0.733873412429313,13,0.22404995477244,0.509823457656873,0.1577970676151155,4,fēnggé,style,Translation,韵味 | 魅力 | 底蕴 | 风貌 | 风情 | 风采 | 气息 | 风范 | 精髓 | 内涵 | 情调 | 风尚,0.75
打扮,144,40,0.35600775251818895,50,0.021400887996229245,0.03216277243505689,0.9242594358996491,157,0.046166056397232896,0.8780933795024162,0.07357573001434638,5,dǎban,to decorate; to dress; to make up; to adorn; manner of dressing; style of dress,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,0.75
个性,144,40,0.3539826906973024,196,-0.007165365757692332,-0.011091600262888345,0.8231903310995046,13,0.060821026567489465,0.7623693045320151,0.15815997081455718,3,gèxìng,individuality; personality,Translation,韵味 | 魅力 | 底蕴 | 风貌 | 风情 | 风采 | 气息 | 风范 | 精髓 | 内涵 | 情调 | 风尚,0.5
搭配,144,40,0.3520480527331518,187,0.06597521850071969,0.09241169360713063,0.9688389731727005,14,0.004570224962132989,0.9642687482105675,0.04591994094706121,6,dāpèi,to pair up; to match; to arrange in pairs; to add sth into a group,Translation,安装 | 建造 | 修建 | 兴建 | 扩建 | 建成 | 拆除 | 竣工 | 动工 | 配备 | 改装 | 维修,1.0
特质,144,40,0.34887830513421103,13,-0.0206305240694582,-0.03168459019586288,0.6616716413649995,13,0.17899927436071725,0.4826723670042822,0.22212351623210952,7-9,tèzhì,characteristic; special quality,Translation,韵味 | 魅力 | 底蕴 | 风貌 | 风情 | 风采 | 气息 | 风范 | 精髓 | 内涵 | 情调 | 风尚,0.5
酷似,144,40,0.34669272832638937,97,0.033344087354386875,0.048560433058179246,0.8814185532839809,187,0.018567728106740452,0.8628508251772404,0.1339945722674343,7-9,kùsì,to strikingly resemble,Translation,别致 | 美妙 | 精致 | 新颖 | 优美 | 奇特 | 细腻 | 迷人 | 引人入胜 | 古朴 | 精妙 | 动人,0.5
棱角,144,40,0.3368488224343903,97,-0.004548459951946748,-0.006858858290267818,0.7046175778016885,97,0.17362488940003554,0.530992688401653,0.226867131205282,7-9,léngjiǎo,edge and corner; protrusion; sharpness (of a protrusion); craggy; ridge corner,Translation,俊俏 | 文雅 | 朴实 | 沉稳 | 质朴 | 稳重 | 英俊 | 纯朴 | 壮实 | 柔和 | 温柔 | 硬朗,0.75
点缀,144,40,0.33678258014511214,159,-0.019677023695760354,-0.029669039302474512,0.9509815440241471,159,0.03147324528140731,0.9195082987427399,0.05191184760104591,7-9,diǎnzhuì,to decorate; to adorn; sprinkled; studded; only for show,Translation,翠绿 | 碧绿 | 晶莹 | 白色 | 茂密 | 布满 | 黄色 | 耸立 | 五颜六色 | 蓝色 | 灰色 | 圆形,0.75
形象,144,40,0.3361699783825126,140,0.005874737376673322,0.008772130252585745,0.5952343621976801,13,0.181415003221002,0.4138193589766781,0.26465152564674493,3,xíngxiàng,image; form; figure; visualization; vivid,Translation,韵味 | 魅力 | 底蕴 | 风貌 | 风情 | 风采 | 气息 | 风范 | 精髓 | 内涵 | 情调 | 风尚,0.5
衬托,144,40,0.3333314132309555,76,-0.030110071584215248,-0.045164977294252506,0.9654847338239809,32,0.024642549452028654,0.9408421843719522,0.037950957373647155,7-9,chèntuō,to set off,Translation,展现 | 孕育 | 体现 | 焕发 | 激发 | 造就 | 凸显 | 呈现 | 再现 | 凝聚 | 蕴涵 | 显现,0.5
装饰,144,40,0.3327737996479678,72,0.05699627768174609,0.07869995672667832,0.8782759070272227,157,0.08269865878437314,0.7955772482428496,0.10641205721036087,5,zhuāngshì,to decorate; decoration; decorative; ornamental,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,0.25
设计,144,40,0.32587821960281155,35,-0.0028501512445771593,-0.00422794712684971,0.6466761207705325,14,0.14667499139156134,0.5000011293789711,0.25150630614931513,3,shèjì,to design; to plan; design; plan,Translation,安装 | 建造 | 修建 | 兴建 | 扩建 | 建成 | 拆除 | 竣工 | 动工 | 配备 | 改装 | 维修,0.5
质地,144,40,0.3248720207808283,97,0.003186086897784046,0.004697067416017054,0.6638164388480011,97,0.09997938311280696,0.5638370557351942,0.2873262136821586,7-9,zhìdì,texture; background (texture); grain; quality; character; disposition,Translation,俊俏 | 文雅 | 朴实 | 沉稳 | 质朴 | 稳重 | 英俊 | 纯朴 | 壮实 | 柔和 | 温柔 | 硬朗,0.5
容颜,144,40,0.3217149619560023,97,-0.02786213387315012,-0.0410773234118469,0.44757483097568673,130,0.3417088865946683,0.10586594438101843,0.28625791808284967,7-9,róngyán,mien; complexion,Translation,回忆 | 感触 | 往事 | 感受 | 泪水 | 酸甜苦辣 | 记忆 | 回味 | 滋味 | 岁月 | 体会 | 难忘,0.0
元素,144,40,0.2995822958610897,13,-0.01779524730522264,-0.02540662122054743,0.3586619929573687,13,0.22430547671410903,0.1343565162432597,0.5024694819086415,6,yuánsù,element (key component of sth); (chemistry) element; (math.) element (member of a set),Translation,韵味 | 魅力 | 底蕴 | 风貌 | 风情 | 风采 | 气息 | 风范 | 精髓 | 内涵 | 情调 | 风尚,1.0
